date;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;wine type;sulphates;alcohol;quality;store type
14-12-2022;111;35;48;31;9;5;21;;317;red;53;105;medium;bar
14-12-2022;93;49;36;17;81;3;14;99702;327;white;78;109;medium;store
15-12-2022;73;38;21;2;8;7;35;9961;333;red;47;95;medium;restaurant
15-12-2022;93;48;29;21;127;6;16;;322;white;72;112;medium;bar
15-12-2022;78;43;7;19;464;22;67;9974;313;red;128;94;medium;bar
15-12-2022;66;84;3;23;59;32;48;;352;red;56;123;high;restaurant
16-12-2022;75;77;2;81;98;30;92;;32;red;58;92;medium;bar
16-12-2022;8;38;44;19;98;6;15;9956;33;white;64;114;medium;store
16-12-2022;81;38;48;18;157;5;17;;33;red;105;94;medium;restaurant
17-12-2022;76;54;2;17;85;17;31;99589;337;red;51;104;medium;bar
17-12-2022;78;54;26;2;88;23;48;9981;341;white;74;92;medium;store
17-12-2022;67;75;1;24;78;17;32;9955;355;white;61;128;medium;store
17-12-2022;83;6;13;26;85;6;24;;331;white;59;92;medium;bar
17-12-2022;89;38;4;22;68;12;28;;327;red;75;126;high;bar
17-12-2022;99;49;58;35;94;9;43;;329;red;58;9;medium;restaurant
18-12-2022;78;48;68;17;415;14;32;99656;309;red;106;91;medium;restaurant
18-12-2022;125;37;55;26;83;25;68;;315;red;82;104;medium;restaurant
18-12-2022;85;4;4;63;5;3;10;;328;red;56;12;low;restaurant
18-12-2022;78;76;4;23;92;15;54;;326;white;65;98;medium;restaurant
18-12-2022;64;4;23;16;66;5;12;9958;334;white;56;92;medium;store
19-12-2022;52;49;26;23;9;23;74;;371;white;62;122;medium;store
19-12-2022;96;41;37;23;91;10;23;;324;red;56;105;medium;store
19-12-2022;74;35;33;24;68;9;26;;336;white;6;119;medium;bar
19-12-2022;71;755;15;18;107;20;84;;319;red;5;95;medium;bar
19-12-2022;103;32;45;64;73;5;13;;323;white;82;126;high;store
19-12-2022;88;44;49;28;83;18;111;9982;33;white;6;95;medium;restaurant
19-12-2022;75;49;2;26;332;8;14;;321;red;9;105;medium;restaurant
20-12-2022;79;32;51;18;341;17;56;;304;red;108;92;medium;store
20-12-2022;86;315;4;22;79;3;6;;327;white;67;119;medium;bar
20-12-2022;123;27;49;31;79;28;46;;32;white;8;102;medium;store
20-12-2022;71;62;6;13;7;5;12;9942;317;white;48;98;medium;bar
20-12-2022;78;59;18;23;76;17;54;;343;white;59;10;medium;store
20-12-2022;73;43;24;25;78;27;67;;36;white;59;111;medium;bar
21-12-2022;53;57;1;17;54;5;27;;357;white;84;125;high;restaurant
21-12-2022;67;42;27;86;68;24;148;;316;red;57;113;medium;restaurant
21-12-2022;89;48;24;285;94;35;106;;31;white;53;92;medium;bar
21-12-2022;72;5;18;21;71;12;31;;352;red;72;96;medium;restaurant
21-12-2022;7;65;2;21;66;8;25;9972;347;red;67;95;medium;restaurant
21-12-2022;86;37;65;64;8;3;8;;327;red;58;11;medium;bar
21-12-2022;83;42;38;25;94;24;60;;331;red;7;108;medium;restaurant
21-12-2022;65;52;11;18;73;13;38;;334;white;52;93;medium;store
22-12-2022;64;36;53;22;23;19;35;;337;white;93;124;medium;bar
22-12-2022;72;57;6;16;76;9;27;9972;336;red;7;96;medium;restaurant
22-12-2022;83;615;22;26;87;6;19;9982;326;white;61;93;medium;store
22-12-2022;99;74;19;58;111;33;76;;314;red;55;94;medium;restaurant
22-12-2022;115;42;48;26;77;8;20;;309;white;53;11;medium;bar
22-12-2022;104;28;54;27;105;5;19;;325;white;63;95;medium;store
23-12-2022;64;31;9;14;66;15;28;;342;white;7;10;high;bar
23-12-2022;94;59;14;2;84;25;48;;314;red;56;97;medium;restaurant
23-12-2022;68;59;1;17;63;34;53;;341;red;67;97;medium;bar
23-12-2022;93;36;39;15;8;41;55;99652;347;red;73;109;medium;bar
23-12-2022;105;43;35;33;92;24;70;99798;321;white;69;105;medium;restaurant
23-12-2022;97;69;32;25;88;22;91;9979;329;white;62;101;medium;restaurant
23-12-2022;73;585;18;24;78;15;60;;331;red;54;98;medium;store
24-12-2022;97;42;46;21;74;5;16;;327;red;74;123;medium;bar
24-12-2022;7;69;7;25;91;15;21;99572;338;red;6;113;medium;store
24-12-2022;105;51;64;24;107;6;15;;309;red;66;118;high;bar
24-12-2022;74;61;1;2;74;13;38;;348;red;65;98;medium;bar
24-12-2022;10;58;22;19;8;9;32;;313;red;55;95;medium;bar
24-12-2022;84;1035;15;6;73;11;54;;337;white;49;99;medium;store
24-12-2022;106;28;39;155;69;6;23;;312;red;66;92;medium;store
25-12-2022;98;25;49;27;88;15;33;;342;white;9;10;medium;bar
25-12-2022;11;2;48;2;343;6;18;;33;white;71;105;medium;store
25-12-2022;7;78;8;2;93;10;19;9956;34;red;47;10;medium;store
25-12-2022;13;47;49;43;85;6;47;;33;white;68;127;medium;restaurant
25-12-2022;87;48;3;28;66;10;28;;333;red;67;112;high;bar
25-12-2022;78;82;29;43;83;21;64;;316;white;53;94;medium;store
25-12-2022;156;685;76;37;1;6;43;;295;red;68;112;high;bar
25-12-2022;59;61;8;21;71;16;24;;356;white;77;111;medium;store
26-12-2022;73;59;26;72;7;35;121;;337;red;49;94;medium;restaurant
26-12-2022;67;41;43;28;76;22;54;99572;342;white;116;106;medium;restaurant
26-12-2022;83;61;3;21;84;11;50;;34;red;61;102;medium;restaurant
26-12-2022;73;69;32;22;69;35;104;;333;red;51;95;medium;store
26-12-2022;68;57;0;25;72;32;64;;343;white;56;112;medium;bar
27-12-2022;71;59;2;23;82;24;94;99744;355;red;53;97;medium;store
27-12-2022;92;63;21;27;97;29;65;;328;red;58;96;medium;bar
27-12-2022;7;6;3;45;68;20;110;;33;white;117;102;medium;restaurant
28-12-2022;75;6;3;18;95;25;99;;335;red;54;101;medium;bar
28-12-2022;99;27;49;5;82;9;17;;319;white;52;125;high;restaurant
28-12-2022;8;33;53;25;91;18;80;;337;red;8;96;medium;restaurant
28-12-2022;71;46;2;19;77;28;54;;337;red;64;104;medium;store
28-12-2022;72;725;5;465;86;4;11;;341;red;39;109;medium;bar
28-12-2022;102;41;43;22;11;11;37;;316;red;67;108;medium;bar
